レースID,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,馬場,距離,1着フラグ,3着内フラグ
202001010101,1,6,6,ウインルーア,牝2,54.0,横山武史,1:49.7,,16.0,3.0,438(+4),[東] 青木孝文,芝,1800,1,1
202001010101,2,2,2,アークライト,牡2,54.0,ルメール,1:50.0,1.3/4,1.9,2.0,510(0),[東] 藤沢和雄,芝,1800,0,1
202001010101,3,3,3,ギャラントウォリア,牡2,54.0,池添謙一,1:50.1,1/2,1.8,1.0,482(-6),[西] 平田修,芝,1800,0,1
202001010101,4,1,1,ジュンブーケ,牝2,52.0,亀田温心,1:50.5,2.1/2,22.2,4.0,442(0),[西] 森秀行,芝,1800,0,0
202001010101,5,4,4,キタノマンゲツ,牡2,54.0,藤岡康太,1:51.0,3,55.7,5.0,426(-8),[西] 中尾秀正,芝,1800,0,0
202001010101,6,5,5,アイフレンズ,牝2,54.0,黛弘人,1:52.7,大,73.9,6.0,426(-2),[東] 中野栄治,芝,1800,0,0
202001010102,1,3,4,バトルピアサー,牝3,54.0,川島信二,1:46.2,,2.7,1.0,406(-2),[西] 荒川義之,ダート,1700,1,1
202001010102,2,8,14,バーミーズ,牝3,54.0,丹内祐次,1:46.9,4,6.3,3.0,456(0),[西] 飯田雄三,ダート,1700,0,1
202001010102,3,8,13,ノーブルローズ,牝3,54.0,大野拓弥,1:47.0,1/2,19.1,8.0,446(-2),[東] 高柳瑞樹,ダート,1700,0,1
202001010102,4,4,6,グッドラックスター,牝3,54.0,荻野琢真,1:47.1,1/2,3.9,2.0,434(-6),[西] 野中賢二,ダート,1700,0,0
202001010102,5,3,3,デルマルビー,牝3,54.0,横山和生,1:47.3,1.1/4,16.8,6.0,462(-4),[西] 千田輝彦,ダート,1700,0,0
202001010102,6,7,12,アマデトワール,牝3,54.0,藤岡康太,1:47.8,3,15.9,5.0,446(+4),[西] 高橋康之,ダート,1700,0,0
202001010102,7,6,9,ミツルザビクトリー,牝3,52.0,亀田温心,1:48.0,1.1/2,56.1,12.0,438(-4),[西] 南井克巳,ダート,1700,0,0
202001010102,8,5,8,キモンルビー,牝3,51.0,山田敬士,1:48.0,ハナ,41.8,11.0,462(0),[西] 村山明,ダート,1700,0,0
202001010102,9,1,1,ムーンフェアリー,牝3,51.0,秋山稔樹,1:48.1,クビ,22.3,9.0,450(+6),[東] 岩戸孝樹,ダート,1700,0,0
202001010102,10,4,5,シゲルハクチョウザ,牝3,54.0,加藤祥太,1:48.2,3/4,25.4,10.0,444(-2),[西] 藤沢則雄,ダート,1700,0,0
202001010102,11,6,10,フェデネージュ,牝3,54.0,岩田康誠,1:48.4,3/4,18.6,7.0,444(+4),[東] 国枝栄,ダート,1700,0,0
202001010102,12,2,2,ラインキャロット,牝3,54.0,石川裕紀,1:48.9,3,133.5,14.0,430(+4),[東] 水野貴広,ダート,1700,0,0
202001010102,13,7,11,サイモンベラーノ,牝3,54.0,柴山雄一,1:49.3,2.1/2,9.3,4.0,476(+4),[東] 根本康広,ダート,1700,0,0
202001010102,14,5,7,クイックスタディ,牝3,53.0,団野大成,1:50.9,10,120.9,13.0,462(-8),[東] 矢野英一,ダート,1700,0,0
202001010103,1,2,2,フリークアウト,牝3,54.0,藤岡佑介,1:28.5,,2.9,2.0,448(-2),[西] 中内田充,芝,1500,1,1
202001010103,2,4,6,クァンタムリープ,牡3,56.0,ルメール,1:28.8,2,2.3,1.0,474(+4),[東] 鹿戸雄一,芝,1500,0,1
202001010103,3,7,12,クレアーレ,牡3,54.0,亀田温心,1:28.8,クビ,25.0,7.0,448(-12),[西] 池江泰寿,芝,1500,0,1
202001010103,4,3,4,タツハグンセイ,牡3,56.0,古川吉洋,1:29.0,1.1/4,12.9,5.0,464(+4),[西] 鮫島一歩,芝,1500,0,0
202001010103,5,7,11,ラブアンバサダー,牝3,54.0,武豊,1:29.1,クビ,7.4,3.0,430(0),[西] 松永幹夫,芝,1500,0,0
202001010103,6,8,14,ルーターズ,牝3,54.0,藤岡康太,1:29.1,アタマ,10.3,4.0,402(0),[西] 宮徹,芝,1500,0,0
202001010103,7,5,8,レッドキュリアス,牝3,54.0,横山武史,1:29.1,クビ,89.8,10.0,422(-4),[西] 松永幹夫,芝,1500,0,0
202001010103,8,3,3,ミッキーローズ,牝3,53.0,団野大成,1:29.2,クビ,85.8,9.0,406(-10),[西] 池江泰寿,芝,1500,0,0
202001010103,8,8,13,ブライドグルーム,牡3,56.0,浜中俊,1:29.2,同着,25.6,8.0,448(+4),[東] 堀宣行,芝,1500,0,0
202001010103,10,6,9,エンジェルエナ,牝3,54.0,池添謙一,1:29.3,3/4,90.1,11.0,426(0),[東] 大竹正博,芝,1500,0,0
202001010103,11,6,10,ミルキーハート,牝3,54.0,丹内祐次,1:29.4,1/2,23.8,6.0,448(0),[東] 牧光二,芝,1500,0,0
202001010103,12,4,5,アンネローゼ,牝3,54.0,荻野琢真,1:29.9,3,211.3,13.0,444(-6),[東] 大和田成,芝,1500,0,0
202001010103,13,1,1,ステーションワン,牡3,56.0,国分恭介,1:30.5,3.1/2,239.1,14.0,456(-6),[西] 牧田和弥,芝,1500,0,0
202001010103,14,5,7,カドーダンジュ,牝3,54.0,大野拓弥,1:50.3,大,116.7,12.0,456(0),[東] 久保田貴,芝,1500,0,0
202001010104,1,8,13,エンペラーズパレス,牡3,56.0,水口優也,1:46.3,,42.2,10.0,492(-2),[西] 羽月友彦,ダート,1700,1,1
202001010104,2,2,2,マイネルパイオニア,牡3,56.0,横山武史,1:46.6,1.3/4,4.6,2.0,462(-2),[東] 中舘英二,ダート,1700,0,1
202001010104,3,6,10,ウォータージョイ,牡3,56.0,国分恭介,1:46.8,1.1/4,37.1,9.0,476(-6),[西] 岡田稲男,ダート,1700,0,1
202001010104,4,5,7,モズナガレボシ,牡3,56.0,大野拓弥,1:46.9,1/2,5.2,4.0,488(+6),[西] 荒川義之,ダート,1700,0,0
202001010104,5,3,3,サウンドトラック,牡3,56.0,ルメール,1:46.9,クビ,3.3,1.0,508(+10),[東] 尾関知人,ダート,1700,0,0
202001010104,6,7,12,シェノン,牡3,56.0,吉田隼人,1:47.0,1/2,33.1,8.0,468(+2),[西] 矢作芳人,ダート,1700,0,0
202001010104,7,5,8,サイモンバトラー,牡3,56.0,黛弘人,1:47.0,ハナ,210.0,14.0,458(-2),[東] 矢野英一,ダート,1700,0,0
202001010104,8,1,1,トクシーズファー,牝3,54.0,横山和生,1:47.2,1.1/4,49.3,12.0,434(+2),[東] 戸田博文,ダート,1700,0,0
202001010104,9,4,6,ウラワザテクニック,牡3,56.0,丹内祐次,1:47.3,1/2,13.9,6.0,476(+2),[東] 宗像義忠,ダート,1700,0,0
202001010104,10,7,11,サーストンシカゴ,牡3,56.0,菱田裕二,1:47.5,1.1/4,12.2,5.0,500(-2),[西] 橋田満,ダート,1700,0,0
202001010104,11,4,5,サクセスリバース,牡3,55.0,団野大成,1:47.5,クビ,44.9,11.0,500(0),[東] 中舘英二,ダート,1700,0,0
202001010104,12,3,4,エスポワールミノル,牡3,56.0,藤岡康太,1:47.9,2.1/2,5.1,3.0,526(+6),[西] 野中賢二,ダート,1700,0,0
202001010104,13,6,9,ハラハラドキドキ,牡3,54.0,亀田温心,1:48.2,1.3/4,16.7,7.0,456(+4),[東] 久保田貴,ダート,1700,0,0
202001010104,14,8,14,カラヤン,牡3,53.0,秋山稔樹,1:48.5,2,138.4,13.0,470(-6),[東] 小桧山悟,ダート,1700,0,0
202001010105,1,2,2,フクノラプラーニュ,牡2,54.0,横山和生,1:11.3,,15.9,4.0,478(0),[東] 田島俊明,芝,1200,1,1
202001010105,2,5,5,スマートジュリアン,牝2,54.0,武豊,1:11.3,クビ,2.8,2.0,470(0),[西] 浅見秀一,芝,1200,0,1
202001010105,3,1,1,ジオパークマグマ,牡2,54.0,柴山雄一,1:11.5,1.1/4,27.3,6.0,434(0),[東] 田中剛,芝,1200,0,1
202001010105,4,4,4,レゼール,牝2,54.0,ルメール,1:12.2,4,1.7,1.0,438(0),[西] 須貝尚介,芝,1200,0,0
202001010105,5,3,3,ネオペトリコール,牝2,51.0,秋山稔樹,1:12.3,1/2,17.2,5.0,402(0),[東] 粕谷昌央,芝,1200,0,0
202001010105,6,6,6,ユイノザッパー,牡2,54.0,吉田隼人,1:12.3,クビ,8.5,3.0,496(0),[西] 矢作芳人,芝,1200,0,0
202001010106,1,1,1,ユークレース,牝3,54.0,横山武史,2:01.3,,4.6,3.0,462(-2),[東] 菊沢隆徳,芝,2000,1,1
202001010106,2,5,8,ネオストーリー,牡3,56.0,浜中俊,2:01.3,クビ,20.0,6.0,450(-6),[東] 林徹,芝,2000,0,1
202001010106,3,2,2,シュルシャガナ,牡3,56.0,池添謙一,2:01.3,ハナ,2.5,1.0,432(-6),[西] 石坂公一,芝,2000,0,1
202001010106,4,5,9,コスモタイシ,牡3,56.0,丹内祐次,2:01.6,1.1/2,15.1,5.0,470(+2),[東] 高橋祥泰,芝,2000,0,0
202001010106,5,4,7,サトノヴィーナス,牝3,52.0,亀田温心,2:01.7,1/2,3.5,2.0,460(-12),[西] 平田修,芝,2000,0,0
202001010106,6,7,12,フルールエトワール,牝3,53.0,団野大成,2:02.0,1.3/4,36.6,8.0,480(-10),[東] 上原博之,芝,2000,0,0
202001010106,7,4,6,サンシャインキッド,牡3,56.0,菱田裕二,2:02.0,クビ,89.0,13.0,430(0),[東] 小西一男,芝,2000,0,0
202001010106,8,7,13,マサノルビー,牝3,54.0,吉田隼人,2:02.1,クビ,145.6,15.0,414(-4),[東] 稲垣幸雄,芝,2000,0,0
202001010106,9,2,3,ロッソビアンコ,牝3,54.0,石川裕紀,2:02.1,ハナ,55.8,11.0,444(+2),[東] 鹿戸雄一,芝,2000,0,0
202001010106,10,3,4,ウォルフライエ,牡3,56.0,水口優也,2:02.3,1.1/2,46.8,9.0,470(-6),[西] 池江泰寿,芝,2000,0,0
202001010106,11,6,11,ヴァイスリヒト,牡3,56.0,古川吉洋,2:02.8,3,13.8,4.0,454(-6),[西] 木原一良,芝,2000,0,0
202001010106,12,3,5,ミラードムーン,牡3,56.0,荻野琢真,2:03.9,7,54.1,10.0,504(-6),[西] 須貝尚介,芝,2000,0,0
202001010106,13,6,10,ウイングシューズ,牝3,54.0,大野拓弥,2:05.5,10,92.9,14.0,392(+2),[東] 牧光二,芝,2000,0,0
202001010106,14,8,14,ウルスラ,牝3,54.0,藤岡康太,2:05.8,1.3/4,26.9,7.0,402(0),[西] 吉岡辰弥,芝,2000,0,0
202001010107,1,7,10,メイショウヒバリ,牝3,52.0,武豊,0:58.2,,2.8,1.0,464(+2),[西] 本田優,ダート,1000,1,1
202001010107,2,5,5,プリンセスヨウク,牝6,52.0,秋山稔樹,0:58.7,3,20.1,8.0,456(+12),[東] 石栗龍彦,ダート,1000,0,1
202001010107,3,3,3,ヴァンデリオン,牡3,54.0,岩田康誠,0:58.9,1.1/2,3.6,2.0,476(0),[東] 根本康広,ダート,1000,0,1
202001010107,4,8,11,カズオルヴァル,セ3,54.0,浜中俊,0:58.9,クビ,10.3,5.0,460(0),[西] 安田隆行,ダート,1000,0,0
202001010107,5,7,9,タイニーベイビー,牡3,53.0,団野大成,0:59.0,クビ,7.5,3.0,446(+6),[東] 松山将樹,ダート,1000,0,0
202001010107,6,8,12,トモジャバロンド,牡4,57.0,横山武史,0:59.0,ハナ,34.9,11.0,482(-4),[東] 鈴木伸尋,ダート,1000,0,0
202001010107,7,1,1,ストームガスト,牡4,54.0,山田敬士,0:59.3,1.3/4,18.4,7.0,460(+8),[西] 寺島良,ダート,1000,0,0
202001010107,8,2,2,ピシュマニエ,牝3,50.0,亀田温心,0:59.4,1/2,9.7,4.0,462(+8),[東] 田中清隆,ダート,1000,0,0
202001010107,9,5,6,キュウドウクン,牡4,57.0,勝浦正樹,0:59.6,1.1/4,15.7,6.0,462(-4),[西] 森秀行,ダート,1000,0,0
202001010107,10,4,4,リュウノゲキリン,セ3,54.0,藤岡康太,0:59.8,1.1/4,26.1,10.0,484(-8),[西] 牧田和弥,ダート,1000,0,0
202001010107,11,6,8,サンバパレード,牝4,55.0,水口優也,1:00.2,2.1/2,20.9,9.0,460(-4),[西] 飯田祐史,ダート,1000,0,0
202001010107,12,6,7,プレミアムコマチ,牝4,55.0,国分恭介,1:00.4,1.1/2,116.9,12.0,418(+15),[東] 天間昭一,ダート,1000,0,0
202001010108,1,8,8,フクノワイルド,牡4,57.0,吉田隼人,1:45.6,,4.3,2.0,504(+22),[西] 杉山晴紀,ダート,1700,1,1
202001010108,2,5,5,エブリワンブラック,牡3,54.0,武豊,1:45.6,アタマ,2.1,1.0,482(-8),[西] 武幸四郎,ダート,1700,0,1
202001010108,3,6,6,ファイナルマズル,牡4,57.0,丹内祐次,1:45.9,1.3/4,11.3,5.0,468(+4),[東] 岩戸孝樹,ダート,1700,0,1
202001010108,4,7,7,カネコメノボル,セ3,54.0,松田大作,1:46.2,1.3/4,11.5,6.0,430(+2),[西] 中尾秀正,ダート,1700,0,0
202001010108,5,3,3,ディープスピリッツ,牡6,57.0,岩田康誠,1:46.2,クビ,53.4,8.0,474(0),[西] 羽月友彦,ダート,1700,0,0
202001010108,6,1,1,エイカイキング,牡5,57.0,横山武史,1:46.4,1,5.1,3.0,482(-2),[西] 坂口智康,ダート,1700,0,0
202001010108,7,2,2,シゲルヒカルダイヤ,牡4,57.0,菱田裕二,1:46.7,2,8.5,4.0,528(-8),[西] 橋田満,ダート,1700,0,0
202001010108,8,4,4,アイファーアクター,牡4,57.0,水口優也,1:46.7,アタマ,19.3,7.0,474(+6),[東] 伊藤伸一,ダート,1700,0,0
202001010109,1,4,4,マイネルソラス,牡3,54.0,丹内祐次,2:00.6,,3.8,2.0,466(+6),[東] 和田正一,芝,2000,1,1
202001010109,2,5,5,ダノンセレスタ,牡3,54.0,ルメール,2:00.9,1.3/4,1.9,1.0,484(-8),[西] 音無秀孝,芝,2000,0,1
202001010109,3,3,3,クロスザルビコン,牡3,54.0,大野拓弥,2:01.4,3,12.2,4.0,442(+6),[東] 大和田成,芝,2000,0,1
202001010109,4,6,6,ロッソモラーレ,牡3,54.0,黛弘人,2:01.9,3,23.3,6.0,456(+6),[東] 清水英克,芝,2000,0,0
202001010109,5,8,8,ディーイストワール,牡4,57.0,岩田康誠,2:02.0,1/2,26.8,7.0,456(-6),[東] 大和田成,芝,2000,0,0
202001010109,6,1,1,バルンストック,牡3,54.0,団野大成,2:02.0,クビ,35.1,8.0,468(+2),[西] 高橋義忠,芝,2000,0,0
202001010109,7,2,2,マイネルデステリョ,牡3,54.0,横山武史,2:02.1,3/4,4.1,3.0,444(-6),[東] 畠山吉宏,芝,2000,0,0
202001010109,8,7,7,グレルグリーン,牡4,57.0,石川裕紀,2:02.6,3,18.3,5.0,464(0),[東] 相沢郁,芝,2000,0,0
202001010110,1,3,3,ケルティックソード,牡7,57.0,浜中俊,1:44.7,,7.1,2.0,488(+2),[西] 新谷功一,ダート,1700,1,1
202001010110,2,7,8,ブラックカード,牡6,57.0,武豊,1:44.9,1.1/4,15.6,5.0,464(-8),[西] 鈴木孝志,ダート,1700,0,1
202001010110,3,4,4,シェダル,牡3,54.0,横山武史,1:45.0,3/4,1.5,1.0,532(+4),[東] 栗田徹,ダート,1700,0,1
202001010110,4,2,2,クリノカポネ,セ5,57.0,古川吉洋,1:45.1,アタマ,18.1,7.0,452(+6),[西] 谷潔,ダート,1700,0,0
202001010110,5,1,1,マンハッタンロック,牡6,57.0,菱田裕二,1:45.3,1.1/4,18.0,6.0,468(+4),[西] 岡田稲男,ダート,1700,0,0
202001010110,6,7,9,ヴィーダ,セ5,57.0,勝浦正樹,1:45.9,3.1/2,9.1,3.0,432(+2),[東] 堀井雅広,ダート,1700,0,0
202001010110,7,6,6,マイネルアプラウス,牡4,57.0,黛弘人,1:46.8,5,20.5,8.0,496(-4),[東] 青木孝文,ダート,1700,0,0
202001010110,8,8,11,ペイシャボム,牡6,57.0,加藤祥太,1:46.9,1/2,46.7,9.0,478(-6),[東] 本間忍,ダート,1700,0,0
202001010110,9,8,10,チェルシーライオン,牡4,57.0,藤岡佑介,1:47.2,1.3/4,12.1,4.0,466(-6),[西] 矢作芳人,ダート,1700,0,0
202001010110,10,5,5,デルマカルヴァドス,牡5,57.0,丹内祐次,1:47.4,1.1/4,63.4,10.0,508(+8),[東] 和田正一,ダート,1700,0,0
202001010110,11,6,7,グラスボイジャー,牡4,57.0,松田大作,1:49.1,大,69.2,11.0,532(+2),[東] 牧光二,ダート,1700,0,0
202001010111,1,6,11,アスタールビー,牝4,55.0,古川吉洋,1:08.3,,4.2,2.0,446(-4),[西] 南井克巳,芝,1200,1,1
202001010111,2,4,8,ファイブフォース,牝6,55.0,勝浦正樹,1:08.4,1/2,19.9,10.0,502(-2),[東] 高橋裕,芝,1200,0,1
202001010111,3,2,3,ショウナンアリアナ,牝4,55.0,浜中俊,1:08.4,クビ,50.5,13.0,420(-4),[西] 高野友和,芝,1200,0,1
202001010111,4,7,14,ヒロイックアゲン,牝6,55.0,荻野極,1:08.4,ハナ,14.6,6.0,484(0),[東] 加藤和宏,芝,1200,0,0
202001010111,5,3,5,アカネサス,牝4,55.0,池添謙一,1:08.5,クビ,11.7,4.0,492(-2),[西] 浅見秀一,芝,1200,0,0
202001010111,6,3,6,スギノヴォルケーノ,牡4,57.0,松田大作,1:08.6,3/4,7.2,3.0,488(-6),[西] 清水久詞,芝,1200,0,0
202001010111,7,4,7,ラベンダーヴァレイ,牝7,55.0,団野大成,1:08.6,クビ,67.7,14.0,424(-16),[西] 藤原英昭,芝,1200,0,0
202001010111,8,5,10,アンブロジオ,セ5,57.0,吉田隼人,1:08.7,クビ,14.9,7.0,456(-2),[東] 菊沢隆徳,芝,1200,0,0
202001010111,9,2,4,フォッサマグナ,牡4,57.0,ルメール,1:08.7,クビ,3.3,1.0,484(-2),[東] 藤沢和雄,芝,1200,0,0
202001010111,10,1,1,キラーコンテンツ,牡6,57.0,加藤祥太,1:08.7,ハナ,105.1,15.0,486(-12),[西] 石坂公一,芝,1200,0,0
202001010111,11,1,2,ルガールカルム,牝4,55.0,横山武史,1:08.8,クビ,18.2,8.0,486(+16),[東] 田村康仁,芝,1200,0,0
202001010111,12,6,12,ホープフルサイン,牡4,57.0,丹内祐次,1:09.0,1.1/4,13.1,5.0,484(-4),[東] 本間忍,芝,1200,0,0
202001010111,13,8,16,タイセイソニック,牡5,57.0,国分恭介,1:09.0,アタマ,129.5,16.0,462(-8),[西] 西村真幸,芝,1200,0,0
202001010111,14,8,15,インスピレーション,牡5,57.0,横山和生,1:09.1,3/4,29.6,11.0,478(-2),[西] 昆貢,芝,1200,0,0
202001010111,15,5,9,ダノンジャスティス,牡4,57.0,藤岡佑介,1:09.2,クビ,29.9,12.0,486(-14),[東] 田中博康,芝,1200,0,0
202001010111,16,7,13,サンノゼテソーロ,牡4,57.0,武豊,1:09.3,3/4,18.7,9.0,452(0),[東] 田中博康,芝,1200,0,0
202001010112,1,3,3,ファーストフォリオ,牝3,52.0,吉田隼人,1:08.8,,5.2,3.0,438(+10),[西] 須貝尚介,芝,1200,1,1
202001010112,2,1,1,エイカイマドンナ,牝5,55.0,藤岡佑介,1:09.1,1.3/4,5.2,2.0,442(0),[西] 藤原英昭,芝,1200,0,1
202001010112,3,4,5,シトラスノキセキ,牝4,55.0,水口優也,1:09.2,3/4,20.3,9.0,446(0),[東] 加藤征弘,芝,1200,0,1
202001010112,4,6,9,イリスファルコン,牝6,55.0,岩田康誠,1:09.2,ハナ,43.1,12.0,424(+6),[東] 南田美知,芝,1200,0,0
202001010112,5,7,11,ソフィアバローズ,牝3,52.0,菱田裕二,1:09.4,1.1/2,9.5,5.0,430(-4),[西] 角田晃一,芝,1200,0,0
202001010112,6,7,10,ファクトゥーラ,牝4,54.0,団野大成,1:09.4,アタマ,37.2,11.0,454(-2),[西] 吉村圭司,芝,1200,0,0
202001010112,7,8,13,ブルーパピヨン,牝3,52.0,丹内祐次,1:09.5,クビ,8.0,4.0,438(-2),[東] 田島俊明,芝,1200,0,0
202001010112,8,5,6,インザムービー,牝3,52.0,国分恭介,1:09.5,クビ,3.5,1.0,480(0),[西] 牧田和弥,芝,1200,0,0
202001010112,9,8,12,グッドワード,牝5,55.0,藤岡康太,1:09.6,クビ,22.7,10.0,494(+2),[西] 高橋義忠,芝,1200,0,0
202001010112,10,6,8,レイナブローニュ,牝4,53.0,亀田温心,1:09.9,2,15.8,7.0,462(0),[東] 古賀慎明,芝,1200,0,0
202001010112,11,4,4,ロイヤルヴィザージ,牝4,55.0,池添謙一,1:10.0,クビ,17.4,8.0,452(-8),[西] 飯田祐史,芝,1200,0,0
202001010112,12,5,7,デュアリティ,牝4,55.0,勝浦正樹,1:10.1,3/4,57.5,13.0,494(0),[西] 森秀行,芝,1200,0,0
202001010112,13,2,2,エイカイキャロル,牝4,55.0,横山武史,1:11.2,7,12.5,6.0,462(+12),[西] 坂口智康,芝,1200,0,0
202001010201,1,4,4,ボイオートス,牡2,54.0,横山武史,1:10.2,,4.0,3.0,480(-4),[東] 金成貴史,芝,1200,1,1
202001010201,1,7,7,ラピカズマ,牡2,54.0,池添謙一,1:10.2,同着,2.9,1.0,464(+4),[西] 安田隆行,芝,1200,1,1
202001010201,3,3,3,デンプシーロール,牡2,54.0,横山和生,1:10.2,アタマ,4.5,4.0,410(+2),[東] 黒岩陽一,芝,1200,0,1
202001010201,4,5,5,トーセンイヴ,牝2,52.0,亀田温心,1:10.6,2.1/2,36.0,6.0,422(0),[東] 小笠倫弘,芝,1200,0,0
202001010201,5,6,6,ワールドクルーズ,牝2,54.0,ルメール,1:11.0,2.1/2,3.4,2.0,438(-2),[東] 和田雄二,芝,1200,0,0
202001010201,6,2,2,マイスクワッド,牝2,54.0,勝浦正樹,1:11.8,5,71.1,7.0,362(-8),[東] 柄崎孝,芝,1200,0,0
202001010201,7,1,1,メイショウワゲン,牡2,54.0,吉田隼人,1:12.9,7,19.7,5.0,480(+2),[西] 荒川義之,芝,1200,0,0
202001010202,1,6,7,ミエノワールド,牡3,56.0,川島信二,0:58.6,,8.1,4.0,490(0),[西] 西園正都,ダート,1000,1,1
202001010202,2,7,9,ヒボン,牝3,53.0,団野大成,0:59.1,3,4.2,2.0,480(-6),[西] 鮫島一歩,ダート,1000,0,1
202001010202,3,3,3,ブンロート,牡3,56.0,大野拓弥,1:00.0,5,3.4,1.0,518(+2),[東] 牧光二,ダート,1000,0,1
202001010202,4,5,6,エーティーロンドン,牡3,56.0,松田大作,1:00.1,クビ,12.0,6.0,494(+2),[西] 武英智,ダート,1000,0,0
202001010202,5,8,12,クレヴァージャッジ,牡3,56.0,勝浦正樹,1:00.7,3.1/2,93.9,11.0,476(-6),[東] 新開幸一,ダート,1000,0,0
202001010202,6,8,11,リーガルレディ,牝3,54.0,石川裕紀,1:00.7,ハナ,8.6,5.0,436(-6),[東] 稲垣幸雄,ダート,1000,0,0
202001010202,7,6,8,スイスライツ,牡3,56.0,横山和生,1:00.8,1/2,7.3,3.0,468(-4),[東] 竹内正洋,ダート,1000,0,0
202001010202,8,1,1,ユキネエ,牝3,54.0,水口優也,1:00.9,1/2,12.0,7.0,430(-8),[西] 浜田多実,ダート,1000,0,0
202001010202,9,5,5,エメラルディ,牝3,54.0,柴山雄一,1:01.1,1.1/4,50.5,10.0,478(-4),[東] 勢司和浩,ダート,1000,0,0
202001010202,10,2,2,エタンセル,牝3,54.0,藤岡佑介,1:01.2,3/4,12.7,8.0,468(+2),[西] 高橋亮,ダート,1000,0,0
202001010202,11,4,4,ドバウィビクトリー,牡3,56.0,池添謙一,1:01.3,1/2,12.8,9.0,468(+2),[東] 稲垣幸雄,ダート,1000,0,0
202001010203,1,5,7,エイユージャッカル,牡3,56.0,国分恭介,1:47.3,,6.7,3.0,480(-2),[西] 岡田稲男,ダート,1700,1,1
202001010203,2,3,4,カワキタジャズ,牡3,56.0,池添謙一,1:47.7,2.1/2,4.5,2.0,528(-8),[西] 浜田多実,ダート,1700,0,1
202001010203,3,8,13,インセンディオ,牡3,56.0,大野拓弥,1:47.7,クビ,68.0,11.0,420(-10),[東] 田中清隆,ダート,1700,0,1
202001010203,4,2,2,ポテンシャルリアル,牡3,56.0,藤岡佑介,1:47.9,1.1/2,10.9,5.0,496(-8),[西] 西村真幸,ダート,1700,0,0
202001010203,5,1,1,スペラーレ,牡3,56.0,松田大作,1:48.0,1/2,35.2,9.0,488(0),[西] 吉村圭司,ダート,1700,0,0
202001010203,6,4,6,ホテルカリホルニア,牡3,56.0,横山武史,1:48.6,3.1/2,2.2,1.0,484(-12),[東] 萩原清,ダート,1700,0,0
202001010203,7,3,3,イチジン,牡3,56.0,水口優也,1:49.4,5,79.9,12.0,446(+6),[西] 田所秀孝,ダート,1700,0,0
202001010203,8,6,10,エフティハヤテ,牡3,56.0,村田一誠,1:49.6,1.1/4,248.2,14.0,490(+4),[東] 粕谷昌央,ダート,1700,0,0
202001010203,9,7,11,サイヤダンサー,牡3,56.0,武豊,1:49.6,ハナ,8.1,4.0,448(0),[東] 深山雅史,ダート,1700,0,0
202001010203,10,4,5,テイエムシュンソク,牡3,55.0,団野大成,1:49.6,アタマ,52.4,10.0,508(0),[西] 飯田雄三,ダート,1700,0,0
202001010203,11,7,12,マラジェッツ,牡3,56.0,勝浦正樹,1:49.8,1.1/4,16.4,6.0,454(-6),[東] 上原博之,ダート,1700,0,0
202001010203,12,5,8,ディーププレザント,牡3,56.0,荻野琢真,1:50.5,4,131.3,13.0,508(-10),[西] 森田直行,ダート,1700,0,0
202001010203,13,6,9,ピノッキオ,牡3,56.0,藤岡康太,1:51.3,5,23.9,7.0,512(-12),[東] 岩戸孝樹,ダート,1700,0,0
202001010203,14,8,14,サンスポット,牡3,56.0,吉田隼人,1:52.0,4,24.3,8.0,466(-4),[西] 小崎憲,ダート,1700,0,0
202001010204,1,5,6,シャムロックヒル,牝3,54.0,ルメール,2:01.7,,2.5,1.0,490(+2),[西] 佐々木晶,芝,2000,1,1
202001010204,2,3,3,バルバレスコ,牝3,54.0,横山武史,2:01.7,クビ,4.0,2.0,470(-6),[東] 宗像義忠,芝,2000,0,1
202001010204,3,8,11,スマイルガール,牝3,52.0,亀田温心,2:02.0,2,14.6,7.0,424(-4),[西] 宮徹,芝,2000,0,1
202001010204,4,4,4,ナリノオルフェ,牡3,56.0,吉田隼人,2:02.1,クビ,6.2,3.0,438(0),[東] 上原博之,芝,2000,0,0
202001010204,5,8,12,レーヴドゥロワ,セ3,56.0,藤岡康太,2:02.3,1.1/2,12.3,5.0,496(-18),[西] 池江泰寿,芝,2000,0,0
202001010204,6,2,2,ゴールデンゴール,牡3,56.0,松田大作,2:02.4,3/4,9.0,4.0,482(-6),[西] 武英智,芝,2000,0,0
202001010204,7,6,8,サンテルノ,牡3,56.0,岩田康誠,2:02.5,3/4,13.7,6.0,502(-12),[西] 池添学,芝,2000,0,0
202001010204,8,1,1,ショウナンランチャ,牡3,55.0,団野大成,2:02.7,3/4,21.4,8.0,440(0),[西] 梅田智之,芝,2000,0,0
202001010204,9,7,10,スカイボルト,牡3,56.0,国分恭介,2:02.7,クビ,97.7,12.0,438(-6),[西] 北出成人,芝,2000,0,0
202001010204,10,5,5,カピテル,牡3,56.0,大野拓弥,2:03.3,3.1/2,62.0,11.0,486(-8),[東] 宗像義忠,芝,2000,0,0
202001010204,11,6,7,ローレルオルブラン,牡3,56.0,丹内祐次,2:05.7,大,41.7,9.0,482(+12),[西] 飯田雄三,芝,2000,0,0
