レースID,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,馬場,距離,1着フラグ,3着内フラグ
202209030304,10,4,8,ダイリュウブラック,牡3,56.0,松若風馬,2:02.4,2,21.1,7.0,446(+4),[西] 梅田智之,芝,2000,0,0
202209030304,11,3,6,ロマンドブリエ,牡3,54.0,松本大輝,2:02.4,アタマ,117.5,11.0,470(-6),[西] 池江泰寿,芝,2000,0,0
202209030304,12,7,14,ブレイズアウト,牡3,56.0,荻野極,2:02.5,1/2,148.1,13.0,454(+2),[西] 池江泰寿,芝,2000,0,0
202209030304,13,8,16,オーウェンバローズ,牡3,56.0,岩田望来,2:03.0,2.1/2,10.4,6.0,458(-4),[西] 辻野泰之,芝,2000,0,0
202209030304,14,6,12,ジューンフラワー,牝3,50.0,永島まな,2:03.5,3.1/2,135.0,12.0,420(+2),[西] 坂口智康,芝,2000,0,0
202209030304,15,3,5,トモノレオン,牡3,56.0,岡田祥嗣,2:04.0,3,355.8,16.0,422(+4),[西] 杉山佳明,芝,2000,0,0
202209030304,16,5,9,カレンイモーション,牡3,54.0,小沢大仁,2:04.6,3.1/2,191.2,14.0,484(-2),[西] 安田翔伍,芝,2000,0,0
202209030305,1,3,3,オリオンネビュラ,牡2,54.0,松山弘平,1:22.7,,11.6,3.0,442(0),[西] 橋口慎介,芝,1400,1,1
202209030305,2,6,7,セミマル,牡2,54.0,団野大成,1:22.8,クビ,18.9,6.0,488(0),[西] 西村真幸,芝,1400,0,1
202209030305,3,1,1,ルクスドヌーヴ,牝2,54.0,岩田望来,1:23.0,1,13.1,4.0,432(0),[西] 須貝尚介,芝,1400,0,1
202209030305,4,7,9,ニードレストゥセイ,牝2,54.0,坂井瑠星,1:23.1,1/2,22.1,7.0,444(0),[西] 吉村圭司,芝,1400,0,0
202209030305,5,5,5,エミサキホコル,牡2,54.0,藤岡康太,1:23.1,アタマ,26.9,8.0,466(0),[西] 杉山佳明,芝,1400,0,0
202209030305,6,8,11,ギーロカスタル,牡2,54.0,和田竜二,1:23.5,2.1/2,33.7,10.0,440(0),[西] 鈴木孝志,芝,1400,0,0
202209030305,7,7,8,チャーチモード,牡2,54.0,福永祐一,1:24.7,7,1.5,1.0,532(0),[西] 高野友和,芝,1400,0,0
202209030305,8,8,10,アシリパ,牝2,50.0,今村聖奈,1:25.0,1.1/2,16.3,5.0,446(0),[西] 武英智,芝,1400,0,0
202209030305,9,6,6,ゴールデンウィンド,牝2,54.0,松若風馬,1:25.4,2.1/2,8.3,2.0,470(0),[西] 高柳大輔,芝,1400,0,0
202209030305,10,2,2,ボーマルシェ,牡2,52.0,藤田菜七,1:26.1,4,28.5,9.0,466(0),[西] 平田修,芝,1400,0,0
202209030305,11,4,4,アナベルヒマワリ,牝2,54.0,幸英明,1:26.2,1/2,37.2,11.0,428(0),[西] 渡辺薫彦,芝,1400,0,0
202209030306,1,5,9,ジューンレインボー,牝3,54.0,富田暁,1:46.7,,15.9,5.0,418(+2),[西] 武英智,芝,1800,1,1
202209030306,2,2,4,ヴィスパメンテ,牝3,54.0,岩田望来,1:47.2,3,2.5,2.0,470(-6),[西] 中内田充,芝,1800,0,1
202209030306,3,6,12,デミ,牝3,54.0,幸英明,1:47.3,3/4,47.6,8.0,418(+2),[西] 小林真也,芝,1800,0,1
202209030306,4,4,7,チョッピー,牝3,53.0,亀田温心,1:47.5,1.1/4,7.6,4.0,448(-2),[西] 北出成人,芝,1800,0,0
202209030306,5,6,11,コーリングユー,牝3,54.0,横山典弘,1:47.6,クビ,2.4,1.0,428(-6),[西] 安田隆行,芝,1800,0,0
202209030306,6,3,5,ウインフェリーチェ,牝3,54.0,松若風馬,1:47.7,1/2,206.9,13.0,406(+4),[西] 宮徹,芝,1800,0,0
202209030306,7,1,2,ビートルジュース,牝3,54.0,加藤祥太,1:47.9,1.1/4,235.9,14.0,426(-2),[西] 羽月友彦,芝,1800,0,0
202209030306,8,7,13,サニーバローズ,牝3,54.0,団野大成,1:47.9,ハナ,7.0,3.0,464(-4),[西] 斉藤崇史,芝,1800,0,0
202209030306,9,8,17,ブラックオパール,牝3,54.0,和田竜二,1:48.2,2,119.1,9.0,484(0),[西] 松下武士,芝,1800,0,0
202209030306,10,3,6,マーブルファクター,牝3,51.0,角田大河,1:48.7,3,46.9,7.0,486(+12),[西] 西園正都,芝,1800,0,0
202209030306,11,5,10,ゲットデザイアー,牝3,54.0,北村友一,1:49.3,3.1/2,186.9,12.0,452(-10),[西] 牧田和弥,芝,1800,0,0
202209030306,12,8,18,メイショウカミヨシ,牝3,54.0,石橋脩,1:49.4,クビ,255.0,15.0,438(+6),[西] 四位洋文,芝,1800,0,0
202209030306,13,8,16,カムアウトロール,牝3,52.0,松本大輝,1:49.5,1/2,264.0,16.0,424(0),[西] 辻野泰之,芝,1800,0,0
202209030306,14,7,15,ラヴァーズリング,牝3,50.0,永島まな,1:49.9,2.1/2,128.6,10.0,474(-4),[西] 高橋康之,芝,1800,0,0
202209030306,15,2,3,ラブカヒルー,牝3,54.0,松山弘平,1:49.9,クビ,30.8,6.0,448(+8),[西] 森田直行,芝,1800,0,0
202209030306,16,1,1,ハーランズセンス,牝3,52.0,小沢大仁,1:51.1,7,141.3,11.0,412(+2),[西] 橋口慎介,芝,1800,0,0
202209030306,17,7,14,クールドレーヌ,牝3,54.0,太宰啓介,1:51.5,2.1/2,295.3,17.0,404(0),[西] 羽月友彦,芝,1800,0,0
202209030307,1,8,15,テキサスフィズ,牝3,50.0,松本大輝,1:12.1,,13.6,4.0,452(-8),[西] 西園正都,ダート,1200,1,1
202209030307,2,6,11,メイショウヒヅクリ,牝3,49.0,角田大河,1:12.1,アタマ,46.0,13.0,470(+12),[西] 角田晃一,ダート,1200,0,1
202209030307,3,4,7,ゼットノヴァ,牡3,54.0,幸英明,1:12.3,1.1/4,2.0,1.0,430(0),[西] 吉田直弘,ダート,1200,0,1
202209030307,4,3,6,ワセダタンク,牡3,52.0,小沢大仁,1:12.6,2,22.7,7.0,496(+6),[西] 橋口慎介,ダート,1200,0,0
202209030307,5,7,13,クレド,牡3,54.0,高倉稜,1:12.8,1.1/4,40.1,11.0,428(0),[西] 田中克典,ダート,1200,0,0
202209030307,6,1,2,レッドフランカー,牡4,57.0,松若風馬,1:13.4,3.1/2,158.0,15.0,468(0),[西] 音無秀孝,ダート,1200,0,0
202209030307,7,2,3,イチネンエーグミ,牡3,54.0,国分恭介,1:13.4,クビ,30.0,10.0,544(+4),[西] 茶木太樹,ダート,1200,0,0
202209030307,8,6,12,ナサ,牝4,55.0,坂井瑠星,1:13.5,クビ,10.4,3.0,456(+4),[西] 藤沢則雄,ダート,1200,0,0
202209030307,9,5,10,ヒメノジャッカル,牡5,53.0,永島まな,1:13.5,クビ,244.0,16.0,456(+6),[西] 庄野靖志,ダート,1200,0,0
202209030307,10,8,16,シラキヌ,牝3,50.0,藤田菜七,1:13.6,クビ,4.6,2.0,480(-2),[西] 藤原英昭,ダート,1200,0,0
202209030307,11,5,9,ヒロノクイーン,牝4,51.0,今村聖奈,1:13.9,2,17.7,6.0,464(+2),[西] 寺島良,ダート,1200,0,0
202209030307,12,4,8,トゥーレツリー,牝3,52.0,横山典弘,1:14.1,3/4,41.0,12.0,432(0),[西] 安田翔伍,ダート,1200,0,0
202209030307,13,2,4,ヨーデル,牡3,54.0,松山弘平,1:14.1,クビ,27.8,9.0,516(+9),[西] 森秀行,ダート,1200,0,0
202209030307,14,1,1,タガノミア,牝3,52.0,岩田望来,1:14.4,1.1/2,14.2,5.0,452(0),[西] 河内洋,ダート,1200,0,0
202209030307,15,3,5,カネトシブルーム,牡3,54.0,富田暁,1:14.5,3/4,25.8,8.0,490(-14),[西] 大橋勇樹,ダート,1200,0,0
202209030307,16,7,14,マクシミリアン,牡4,57.0,団野大成,1:14.8,2,51.5,14.0,460(+10),[西] 奥村豊,ダート,1200,0,0
202209030308,1,6,11,ブライトオンベイス,牝3,52.0,秋山真一,1:20.6,,8.6,4.0,434(+6),[西] 清水久詞,芝,1400,1,1
202209030308,2,6,12,ヨシノイースター,牡4,57.0,藤岡康太,1:20.6,クビ,15.9,6.0,474(0),[西] 中尾秀正,芝,1400,0,1
202209030308,3,3,6,モラトリアム,牝4,55.0,和田竜二,1:20.8,1.1/4,79.2,14.0,442(+8),[西] 河内洋,芝,1400,0,1
202209030308,4,2,4,バンベルク,牡4,57.0,西村淳也,1:20.9,クビ,23.0,9.0,472(-6),[西] 小林真也,芝,1400,0,0
202209030308,5,1,1,グリュレーヴ,牝4,52.0,角田大河,1:21.0,1/2,95.7,16.0,494(-6),[西] 佐々木晶,芝,1400,0,0
202209030308,6,4,8,レッドラマンシュ,牡3,54.0,福永祐一,1:21.0,クビ,2.0,1.0,466(+4),[西] 庄野靖志,芝,1400,0,0
202209030308,7,4,7,キャロライナリーパ,牝4,55.0,岩田望来,1:21.0,アタマ,8.4,2.0,470(+2),[西] 寺島良,芝,1400,0,0
202209030308,8,5,9,リスカム,セ4,57.0,太宰啓介,1:21.3,1.1/2,57.6,12.0,484(0),[西] 昆貢,芝,1400,0,0
202209030308,9,3,5,メイショウイヌワシ,牡3,54.0,幸英明,1:21.3,クビ,12.2,5.0,458(0),[西] 南井克巳,芝,1400,0,0
202209030308,10,5,10,マテンロウアレス,セ4,57.0,横山典弘,1:21.4,1/2,16.7,7.0,486(0),[西] 昆貢,芝,1400,0,0
202209030308,11,8,16,サンエルセントロ,牡4,53.0,今村聖奈,1:21.5,1/2,56.5,11.0,462(-4),[西] 長谷川浩,芝,1400,0,0
202209030308,12,1,2,メイショウコホク,牡5,57.0,北村友一,1:21.5,ハナ,70.5,13.0,512(+2),[西] 藤岡健一,芝,1400,0,0
202209030308,13,2,3,シコウ,牡5,55.0,小沢大仁,1:21.7,1.1/4,45.1,10.0,486(-6),[西] 藤沢則雄,芝,1400,0,0
202209030308,14,8,18,カズカポレイ,牡4,55.0,松本大輝,1:21.7,クビ,88.5,15.0,496(+2),[西] 安田隆行,芝,1400,0,0
202209030308,15,7,14,サンディブリッジ,牝3,52.0,富田暁,1:21.8,クビ,186.8,18.0,436(+6),[西] 安田翔伍,芝,1400,0,0
202209030308,16,7,13,シタン,牝3,52.0,坂井瑠星,1:22.3,3,8.6,3.0,408(+2),[西] 吉岡辰弥,芝,1400,0,0
202209030308,17,7,15,ショウナンガニアン,牡4,57.0,松山弘平,1:22.3,クビ,18.1,8.0,454(-2),[西] 須貝尚介,芝,1400,0,0
202209030308,18,8,17,グロリアスアポイ,牝3,52.0,松若風馬,1:22.8,3,175.0,17.0,488(+30),[西] 千田輝彦,芝,1400,0,0
202209030309,1,3,6,カフジオクタゴン,牡3,54.0,石橋脩,2:05.7,,7.5,5.0,544(-4),[西] 矢作芳人,ダート,2000,1,1
202209030309,2,8,15,オディロン,牡3,54.0,和田竜二,2:06.2,3,5.0,2.0,486(+4),[西] 浜田多実,ダート,2000,0,1
202209030309,3,2,3,シルバーエース,牡5,57.0,松山弘平,2:06.5,1.1/2,3.9,1.0,460(-2),[西] 橋口慎介,ダート,2000,0,1
202209030309,4,2,4,メイショウヨシテル,牡4,57.0,太宰啓介,2:06.7,1.1/4,11.9,7.0,464(+2),[西] 池添兼雄,ダート,2000,0,0
202209030309,5,5,9,ジロー,牡5,57.0,西村淳也,2:06.9,1.1/2,99.6,12.0,480(+2),[西] 岡田稲男,ダート,2000,0,0
202209030309,6,4,8,メイショウコジョウ,牡5,57.0,幸英明,2:07.0,クビ,19.2,8.0,472(+4),[西] 石橋守,ダート,2000,0,0
202209030309,7,3,5,ヒミノフラッシュ,牡4,57.0,富田暁,2:07.8,5,49.3,10.0,538(-12),[西] 川村禎彦,ダート,2000,0,0
202209030309,8,1,2,ナムラゴロフキン,牡5,57.0,柴田未崎,2:08.0,1.1/4,130.1,13.0,518(+6),[西] 大橋勇樹,ダート,2000,0,0
202209030309,9,4,7,オーマオ,牡6,57.0,小崎綾也,2:08.1,クビ,230.3,15.0,460(0),[西] 村山明,ダート,2000,0,0
202209030309,10,7,14,ディクテオン,セ4,57.0,岩田望来,2:08.1,ハナ,7.6,6.0,496(-8),[西] 吉岡辰弥,ダート,2000,0,0
202209030309,11,6,11,スズノイナズマ,牡4,57.0,荻野極,2:08.2,1,183.7,14.0,476(-14),[東] 深山雅史,ダート,2000,0,0
202209030309,12,8,16,フォルツァンド,牡4,57.0,福永祐一,2:08.3,1/2,7.2,4.0,512(0),[西] 高橋亮,ダート,2000,0,0
202209030309,13,6,12,ミッションレール,牡4,57.0,北村友一,2:08.4,アタマ,62.2,11.0,486(-2),[西] 大久保龍,ダート,2000,0,0
202209030309,14,1,1,カズロレアート,牡4,57.0,藤岡康太,2:08.7,2,41.0,9.0,488(+10),[西] 安田隆行,ダート,2000,0,0
202209030309,15,5,10,ダイシンカローリ,牡7,57.0,中井裕二,2:09.3,3.1/2,261.4,16.0,508(-10),[西] 庄野靖志,ダート,2000,0,0
202209030309,16,7,13,アドマイヤベネラ,牡5,57.0,坂井瑠星,2:10.4,7,5.7,3.0,508(+8),[西] 石坂公一,ダート,2000,0,0
202209030310,1,6,10,ストーンリッジ,牡5,57.0,福永祐一,1:20.0,,8.4,4.0,472(-2),[西] 藤原英昭,芝,1400,1,1
202209030310,2,7,12,メイショウホシアイ,牝4,55.0,岩田望来,1:20.3,2,4.2,2.0,488(+8),[西] 高橋亮,芝,1400,0,1
202209030310,3,3,4,エピローグ,牝6,55.0,長岡禎仁,1:20.4,3/4,35.7,12.0,488(-4),[西] 杉山佳明,芝,1400,0,1
202209030310,4,5,9,ビアイ,牝5,55.0,川須栄彦,1:20.4,ハナ,33.2,10.0,506(+2),[西] 畑端省吾,芝,1400,0,0
202209030310,5,2,2,エルカスティージョ,牝4,55.0,北村友一,1:20.7,1.1/2,4.0,1.0,464(+2),[西] 斉藤崇史,芝,1400,0,0
202209030310,6,5,8,シャイニーロック,牡6,57.0,団野大成,1:21.1,2,9.3,6.0,508(-4),[西] 佐々木晶,芝,1400,0,0
202209030310,7,1,1,トウカイオラージュ,牡6,57.0,松若風馬,1:21.1,クビ,32.4,9.0,492(+8),[西] 長谷川浩,芝,1400,0,0
202209030310,8,7,13,ブルースピリット,牡4,57.0,西村淳也,1:21.1,クビ,8.4,5.0,494(-6),[西] 中内田充,芝,1400,0,0
202209030310,9,3,5,リトルクレバー,牡5,57.0,幸英明,1:21.1,アタマ,36.3,13.0,466(+6),[西] 佐々木晶,芝,1400,0,0
202209030310,10,6,11,メイショウシンタケ,牡4,57.0,横山典弘,1:21.4,1.3/4,5.6,3.0,476(+2),[西] 千田輝彦,芝,1400,0,0
202209030310,11,2,3,ミエノウインウイン,セ7,57.0,太宰啓介,1:21.5,クビ,155.1,14.0,484(+6),[西] 高橋亮,芝,1400,0,0
202209030310,12,4,6,マルカエイペックス,牝5,55.0,小沢大仁,1:21.5,クビ,16.2,7.0,450(-6),[西] 今野貞一,芝,1400,0,0
202209030310,13,8,15,グランレイ,牡5,57.0,松山弘平,1:21.6,1/2,26.4,8.0,474(0),[西] 池添学,芝,1400,0,0
202209030310,14,8,14,タイキスウォード,牡5,57.0,和田竜二,1:23.5,大,35.1,11.0,478(+6),[西] 橋田満,芝,1400,0,0
202209030311,1,1,2,ケイアイドリー,牡5,56.0,藤岡康太,1:23.6,,2.6,1.0,514(0),[西] 村山明,ダート,1400,1,1
202209030311,2,6,12,シゲルタイタン,牡5,56.0,松山弘平,1:23.9,1.3/4,7.5,4.0,488(-4),[東] 伊藤圭三,ダート,1400,0,1
202209030311,3,7,13,メイショウテンスイ,牡5,57.0,太宰啓介,1:24.2,1.1/2,83.5,13.0,530(-4),[西] 南井克巳,ダート,1400,0,1
202209030311,4,8,15,タガノビューティー,牡5,58.0,石橋脩,1:24.2,クビ,4.4,2.0,520(+4),[西] 西園正都,ダート,1400,0,0
202209030311,5,8,16,グレートウォリアー,牡7,56.0,福永祐一,1:24.4,1,6.7,3.0,528(-8),[西] 藤原英昭,ダート,1400,0,0
202209030311,6,5,9,ゼンノアンジュ,牝4,54.0,岩田望来,1:24.7,1.3/4,32.5,8.0,492(-2),[西] 中村直也,ダート,1400,0,0
202209030311,7,2,3,スマートアルタイル,牡7,57.0,横山典弘,1:24.8,3/4,56.8,12.0,476(-8),[西] 小崎憲,ダート,1400,0,0
202209030311,8,2,4,アーバンイェーガー,牡8,56.0,松若風馬,1:25.0,1.1/2,36.8,9.0,512(-2),[東] 高橋文雅,ダート,1400,0,0
202209030311,9,5,10,プリマジア,牡5,56.0,荻野極,1:25.0,ハナ,84.1,14.0,462(-4),[東] 金成貴史,ダート,1400,0,0
202209030311,10,3,5,サイモンハロルド,牡5,56.0,幸英明,1:25.0,ハナ,21.4,7.0,454(-4),[西] 森秀行,ダート,1400,0,0
202209030311,11,6,11,サダムスキャット,牝5,54.0,秋山真一,1:25.1,1/2,12.7,6.0,478(+2),[西] 中尾秀正,ダート,1400,0,0
202209030311,12,3,6,ドスハーツ,牡5,56.0,小沢大仁,1:25.3,3/4,178.2,15.0,474(-9),[西] 松永昌博,ダート,1400,0,0
202209030311,13,4,8,スナークスター,セ6,56.0,富田暁,1:25.3,クビ,323.5,16.0,466(0),[西] 川村禎彦,ダート,1400,0,0
202209030311,14,7,14,ロードアクア,牡6,57.0,坂井瑠星,1:25.9,3.1/2,55.5,11.0,472(+4),[西] 中村直也,ダート,1400,0,0
202209030311,15,4,7,ライトウォーリア,牡5,57.0,西村淳也,1:25.9,ハナ,11.5,5.0,504(-2),[西] 高野友和,ダート,1400,0,0
202209030311,16,1,1,ニュートンテソーロ,牡5,56.0,北村友一,1:26.0,クビ,39.7,10.0,500(-4),[東] 田中博康,ダート,1400,0,0
202209030312,1,4,8,ヴァレーデラルナ,牝3,52.0,岩田望来,1:52.2,,2.0,1.0,506(-2),[西] 藤原英昭,ダート,1800,1,1
202209030312,2,2,3,エクセスリターン,牡3,54.0,富田暁,1:53.2,6,8.8,5.0,532(-2),[西] 野中賢二,ダート,1800,0,1
202209030312,3,1,1,ニホンピロハーバー,牡4,57.0,藤岡康太,1:54.0,5,134.8,14.0,490(-2),[西] 安達昭夫,ダート,1800,0,1
202209030312,4,6,12,アイスヴィスタ,牝5,53.0,松本大輝,1:54.0,クビ,57.7,10.0,482(+6),[西] 高柳大輔,ダート,1800,0,0
202209030312,5,4,7,クラップサンダー,牡3,54.0,福永祐一,1:54.3,1.1/2,33.2,8.0,448(-2),[西] 五十嵐忠,ダート,1800,0,0
202209030312,6,6,11,プリモスペランツァ,牡3,51.0,服部寿希,1:54.3,クビ,13.0,6.0,488(+4),[西] 中竹和也,ダート,1800,0,0
202209030312,7,7,13,イシュタルゲート,牡6,54.0,角田大河,1:54.4,クビ,164.0,15.0,514(-8),[西] 茶木太樹,ダート,1800,0,0
202209030312,8,3,6,ロードマゼラン,牡3,54.0,松山弘平,1:54.4,ハナ,8.2,4.0,498(0),[西] 奥村豊,ダート,1800,0,0
202209030312,9,8,15,メイショウカゲカツ,牡3,54.0,石橋脩,1:54.4,ハナ,5.6,2.0,492(-4),[西] 西園正都,ダート,1800,0,0
202209030312,10,5,9,ホウオウスミヨシ,牡3,54.0,鮫島良太,1:54.6,1,170.9,16.0,538(0),[西] 宮徹,ダート,1800,0,0
202209030312,11,5,10,シゲルツキミザケ,牡3,54.0,幸英明,1:54.9,2,74.6,11.0,454(-4),[西] 谷潔,ダート,1800,0,0
202209030312,12,8,16,マテンロウアイ,牝3,49.0,今村聖奈,1:55.0,クビ,7.7,3.0,516(+6),[西] 寺島良,ダート,1800,0,0
202209030312,13,7,14,エメヴィベール,牡3,54.0,坂井瑠星,1:55.3,2,76.2,12.0,556(-2),[西] 吉岡辰弥,ダート,1800,0,0
202209030312,14,2,4,ジャカランダ,牡3,54.0,西村淳也,1:55.5,1.1/4,56.7,9.0,572(-4),[西] 河内洋,ダート,1800,0,0
202209030312,15,3,5,ウインメイフラワー,牝3,52.0,松若風馬,1:55.8,2,90.4,13.0,482(-6),[西] 梅田智之,ダート,1800,0,0
202209030312,16,1,2,レイメイ,牡3,52.0,藤田菜七,1:55.9,1/2,28.8,7.0,478(+4),[西] 松永幹夫,ダート,1800,0,0
202209030401,1,4,8,ウインバリオス,牡3,56.0,川田将雅,1:25.7,,6.4,4.0,454(-6),[西] 加用正,ダート,1400,1,1
202209030401,2,1,2,アドマイヤジェイ,牡3,56.0,レーン,1:25.7,アタマ,4.5,2.0,478(-8),[西] 友道康夫,ダート,1400,0,1
202209030401,3,3,6,ラニカイ,牝3,54.0,福永祐一,1:26.0,1.1/2,3.2,1.0,482(+12),[西] 松永幹夫,ダート,1400,0,1
202209030401,4,1,1,ガラパゴス,牡3,56.0,藤岡康太,1:26.0,アタマ,9.1,5.0,490(-6),[西] 野中賢二,ダート,1400,0,0
202209030401,5,5,9,シェンフォン,牝3,52.0,松本大輝,1:26.0,クビ,23.0,7.0,430(-2),[西] 今野貞一,ダート,1400,0,0
202209030401,6,5,10,サンライズタイタン,牡3,56.0,和田竜二,1:26.4,2.1/2,4.6,3.0,516(0),[西] 音無秀孝,ダート,1400,0,0
202209030401,7,6,11,イーストリバー,セ3,52.0,今村聖奈,1:26.8,2.1/2,42.3,11.0,436(-2),[西] 高橋義忠,ダート,1400,0,0
202209030401,8,4,7,オメガラブロッシュ,牝3,53.0,亀田温心,1:27.2,2.1/2,137.0,13.0,462(0),[西] 辻野泰之,ダート,1400,0,0
202209030401,9,8,16,バシレウスシチー,牡3,56.0,西村淳也,1:27.4,1.1/4,28.6,8.0,438(0),[西] 岡田稲男,ダート,1400,0,0
202209030401,10,7,13,テーオーロワ,牡3,52.0,永島まな,1:27.5,クビ,35.8,9.0,476(0),[西] 浜田多実,ダート,1400,0,0
202209030401,11,2,4,ザッキング,牡3,56.0,松山弘平,1:27.8,2,20.2,6.0,544(-2),[西] 安田隆行,ダート,1400,0,0
202209030401,12,8,15,クインズプリーズ,牝3,54.0,坂井瑠星,1:28.1,2,35.9,10.0,442(0),[西] 吉岡辰弥,ダート,1400,0,0
202209030401,13,2,3,オゼイユ,牝3,54.0,富田暁,1:28.6,3,43.1,12.0,446(-2),[西] 四位洋文,ダート,1400,0,0
202209030401,14,7,14,シゲルプレミアム,牡3,54.0,小沢大仁,1:28.7,クビ,257.1,14.0,466(+18),[西] 飯田祐史,ダート,1400,0,0
202209030401,15,3,5,サンライズオウガ,牡3,56.0,国分恭介,1:32.1,大,339.8,15.0,468(0),[西] 牧浦充徳,ダート,1400,0,0
202209030401,16,6,12,サンマルペルソナ,牡3,56.0,鮫島良太,1:32.8,4,432.8,16.0,500(0),[西] 牧浦充徳,ダート,1400,0,0
202209030402,1,6,12,スーパーチーフ,牡3,56.0,坂井瑠星,2:08.2,,4.2,2.0,486(0),[西] 斉藤崇史,ダート,2000,1,1
202209030402,2,8,15,コンジャンクション,牡3,56.0,レーン,2:08.8,4,5.1,4.0,490(0),[西] 池添学,ダート,2000,0,1
202209030402,3,4,8,ナリタイチモンジ,牡3,56.0,富田暁,2:08.8,ハナ,4.8,3.0,490(-2),[西] 木原一良,ダート,2000,0,1
202209030402,4,1,1,ゲイングラウンド,牡3,56.0,川田将雅,2:09.0,1.1/4,4.2,1.0,506(-2),[西] 須貝尚介,ダート,2000,0,0
202209030402,5,7,13,ドンシャーク,牡3,54.0,小沢大仁,2:09.2,1.1/4,30.3,7.0,492(-4),[西] 今野貞一,ダート,2000,0,0
202209030402,6,8,16,アルバハール,牡3,56.0,国分恭介,2:09.5,1.3/4,357.0,16.0,522(+4),[西] 吉村圭司,ダート,2000,0,0
202209030402,7,7,14,アカノストロング,牡3,54.0,松本大輝,2:09.6,3/4,21.4,6.0,498(0),[西] 松下武士,ダート,2000,0,0
202209030402,8,1,2,メイショウシヅキ,牡3,56.0,池添謙一,2:10.0,2,188.1,14.0,456(-2),[西] 池添兼雄,ダート,2000,0,0
202209030402,9,5,10,ウインアラジン,牡3,56.0,松山弘平,2:10.5,3,35.0,9.0,484(0),[西] 寺島良,ダート,2000,0,0
202209030402,10,6,11,ロードレアル,牡3,56.0,和田竜二,2:10.7,1.1/4,35.5,10.0,468(+4),[西] 杉山晴紀,ダート,2000,0,0
202209030402,11,3,5,クラウンハヴィ,牡3,53.0,角田大河,2:10.8,1/2,184.0,13.0,472(-2),[西] 中竹和也,ダート,2000,0,0
202209030402,12,4,7,ジャスティンマリブ,牡3,56.0,北村友一,2:11.1,1.3/4,154.7,12.0,500(+12),[西] 安田隆行,ダート,2000,0,0
202209030402,13,2,3,テイエムアルプス,牡3,53.0,川端海翼,2:11.3,1.1/4,36.6,11.0,462(-8),[西] 浜田多実,ダート,2000,0,0
202209030402,14,5,9,エスケイカイザー,牡3,56.0,太宰啓介,2:11.5,1.1/2,6.3,5.0,504(+6),[西] 畑端省吾,ダート,2000,0,0
202209030402,15,2,4,キタサンガイセン,牡3,56.0,吉田隼人,2:13.1,10,270.4,15.0,504(+2),[西] 清水久詞,ダート,2000,0,0
202209030402,16,3,6,ヒャッカリョウラン,牝3,54.0,武豊,2:14.5,8,32.0,8.0,450(+4),[西] 友道康夫,ダート,2000,0,0
202209030403,1,7,13,ドゥライトアルディ,牝3,54.0,松山弘平,1:56.4,,4.7,3.0,472(-12),[西] 西村真幸,ダート,1800,1,1
202209030403,2,5,9,エイシンブラボー,牝3,51.0,角田大河,1:57.3,5,87.0,11.0,406(0),[西] 渡辺薫彦,ダート,1800,0,1
202209030403,3,1,1,ジョーヌヴェール,牝3,54.0,加藤祥太,1:58.0,4,70.8,10.0,438(-2),[西] 庄野靖志,ダート,1800,0,1
202209030403,4,6,12,オリビアバローズ,牝3,54.0,石橋脩,1:58.4,2.1/2,69.2,9.0,490(0),[西] 上村洋行,ダート,1800,0,0
202209030403,5,8,16,ソフィアコール,牝3,50.0,今村聖奈,1:58.4,クビ,2.6,1.0,424(+6),[西] 小崎憲,ダート,1800,0,0
202209030403,6,1,2,テーオーティラミス,牝3,54.0,鮫島良太,1:58.5,クビ,7.3,4.0,454(0),[西] 宮徹,ダート,1800,0,0
202209030403,7,7,14,セントレア,牝3,52.0,藤田菜七,1:58.7,1.1/4,129.4,15.0,462(-4),[西] 安田隆行,ダート,1800,0,0
202209030403,8,4,8,ライトストリーム,牝3,54.0,西村淳也,1:58.8,3/4,91.5,12.0,464(+2),[西] 坂口智康,ダート,1800,0,0
202209030403,9,2,3,サルサディーバ,牝3,54.0,和田竜二,1:58.9,1/2,15.3,5.0,506(+8),[西] 森田直行,ダート,1800,0,0
202209030403,10,3,5,カルディナーレ,牝3,54.0,福永祐一,1:58.9,ハナ,3.7,2.0,476(+8),[西] 千田輝彦,ダート,1800,0,0
202209030403,11,6,11,クリノキューチャン,牝3,54.0,国分優作,1:58.9,クビ,153.4,16.0,468(+10),[西] 坂口智康,ダート,1800,0,0
202209030403,12,5,10,テイケイアンジェ,牝3,54.0,城戸義政,1:59.4,2.1/2,46.4,8.0,482(0),[西] 荒川義之,ダート,1800,0,0
202209030403,13,3,6,テキーラサンライズ,牝3,52.0,小沢大仁,2:00.1,4,121.1,14.0,448(-8),[西] 松永昌博,ダート,1800,0,0
202209030403,14,4,7,アルモハバナ,牝3,54.0,松若風馬,2:00.8,4,24.1,7.0,462(-4),[西] 石坂公一,ダート,1800,0,0
202209030403,15,8,15,クロミツ,牝3,54.0,川須栄彦,2:01.0,1,19.4,6.0,474(-8),[西] 松下武士,ダート,1800,0,0
202209030404,1,4,7,エクセトラ,牡3,56.0,ルメール,1:34.6,,12.2,6.0,496(+6),[西] 吉村圭司,芝,1600,1,1
202209030404,2,3,5,アオイゴールドワン,牡3,56.0,和田竜二,1:34.7,1,2.4,1.0,464(+4),[西] 清水久詞,芝,1600,0,1
